timestamp,cpu_pct,ram_used_mb,ram_total_mb,gpu_util_pct,gpu_mem_used_mb
2026-02-20T15:28:13.464978,100.0,21487.87890625,31864.85546875,nan,nan
2026-02-20T15:28:18.477035,100.0,21510.046875,31864.85546875,nan,nan
2026-02-20T15:28:23.493168,100.0,21505.984375,31864.85546875,nan,nan
2026-02-20T15:28:28.508205,100.0,21476.56640625,31864.85546875,nan,nan
2026-02-20T15:28:33.520733,100.0,21509.65234375,31864.85546875,nan,nan
2026-02-20T15:28:38.535465,99.9,21476.3203125,31864.85546875,nan,nan
2026-02-20T15:28:43.547078,100.0,21476.81640625,31864.85546875,nan,nan
2026-02-20T15:28:48.560315,100.0,21472.875,31864.85546875,nan,nan
2026-02-20T15:28:53.572206,99.9,21501.734375,31864.85546875,nan,nan
2026-02-20T15:28:58.582589,100.0,21485.52734375,31864.85546875,nan,nan
2026-02-20T15:29:03.595987,99.4,21931.70703125,31864.85546875,nan,nan
2026-02-20T15:29:08.613091,100.0,21941.90625,31864.85546875,nan,nan
2026-02-20T15:29:13.629322,99.9,21958.40625,31864.85546875,nan,nan
2026-02-20T15:29:18.643357,100.0,21979.51171875,31864.85546875,nan,nan
2026-02-20T15:29:23.660990,100.0,21989.9609375,31864.85546875,nan,nan
2026-02-20T15:29:28.681909,100.0,21989.984375,31864.85546875,nan,nan
2026-02-20T15:29:33.696448,100.0,21970.15625,31864.85546875,nan,nan
2026-02-20T15:29:38.709139,99.9,22006.26953125,31864.85546875,nan,nan
2026-02-20T15:29:43.725549,100.0,22138.63671875,31864.85546875,nan,nan
2026-02-20T15:29:48.743095,100.0,22175.79296875,31864.85546875,nan,nan
2026-02-20T15:29:53.762584,100.0,22185.015625,31864.85546875,nan,nan
2026-02-20T15:29:58.778571,100.0,22139.83984375,31864.85546875,nan,nan
2026-02-20T15:30:03.796618,100.0,22226.00390625,31864.85546875,nan,nan
2026-02-20T15:30:08.811606,99.9,22218.55078125,31864.85546875,nan,nan
2026-02-20T15:30:13.832745,100.0,22323.15234375,31864.85546875,nan,nan
2026-02-20T15:30:18.849774,100.0,22355.07421875,31864.85546875,nan,nan
2026-02-20T15:30:23.867767,100.0,22386.375,31864.85546875,nan,nan
2026-02-20T15:30:28.885174,100.0,22390.1484375,31864.85546875,nan,nan
2026-02-20T15:30:33.899516,92.4,22044.00390625,31864.85546875,nan,nan
2026-02-20T15:30:38.923334,97.5,22038.39453125,31864.85546875,nan,nan
2026-02-20T15:30:43.940123,99.9,22068.87890625,31864.85546875,nan,nan
2026-02-20T15:30:48.955257,100.0,22100.81640625,31864.85546875,nan,nan
2026-02-20T15:30:53.969025,100.0,22148.640625,31864.85546875,nan,nan
2026-02-20T15:30:58.984183,100.0,22147.23828125,31864.85546875,nan,nan
2026-02-20T15:31:03.999516,100.0,22029.53515625,31864.85546875,nan,nan
2026-02-20T15:31:09.016601,100.0,22018.87890625,31864.85546875,nan,nan
2026-02-20T15:31:14.032450,99.9,22032.06640625,31864.85546875,nan,nan
2026-02-20T15:31:19.049229,100.0,22035.578125,31864.85546875,nan,nan
2026-02-20T15:31:24.065988,100.0,22058.34765625,31864.85546875,nan,nan
2026-02-20T15:31:29.087830,100.0,22046.75390625,31864.85546875,nan,nan
2026-02-20T15:31:34.105348,100.0,22058.09375,31864.85546875,nan,nan
2026-02-20T15:31:39.121921,99.9,22088.40625,31864.85546875,nan,nan
2026-02-20T15:31:44.135426,100.0,22083.50390625,31864.85546875,nan,nan
2026-02-20T15:31:49.154130,99.9,22093.8359375,31864.85546875,nan,nan
2026-02-20T15:31:54.275254,96.7,21840.6328125,31864.85546875,nan,nan
2026-02-20T15:31:59.287900,97.8,21550.3984375,31864.85546875,nan,nan
2026-02-20T15:32:04.303791,100.0,21552.09375,31864.85546875,nan,nan
2026-02-20T15:32:09.318969,100.0,21637.8125,31864.85546875,nan,nan
2026-02-20T15:32:14.338149,100.0,21648.66796875,31864.85546875,nan,nan
2026-02-20T15:32:19.354492,100.0,21559.07421875,31864.85546875,nan,nan
2026-02-20T15:32:24.368483,100.0,21553.3671875,31864.85546875,nan,nan
2026-02-20T15:32:29.382476,99.9,21547.67578125,31864.85546875,nan,nan
2026-02-20T15:32:34.398506,100.0,21549.234375,31864.85546875,nan,nan
2026-02-20T15:32:39.413242,100.0,21548.4296875,31864.85546875,nan,nan
2026-02-20T15:32:44.425962,100.0,21536.86328125,31864.85546875,nan,nan
2026-02-20T15:32:49.438322,100.0,21574.125,31864.85546875,nan,nan
2026-02-20T15:32:54.451263,100.0,21629.1328125,31864.85546875,nan,nan
2026-02-20T15:32:59.465415,100.0,21728.43359375,31864.85546875,nan,nan
2026-02-20T15:33:04.484892,100.0,21673.96484375,31864.85546875,nan,nan
2026-02-20T15:33:09.501715,100.0,21581.89453125,31864.85546875,nan,nan
2026-02-20T15:33:14.519051,100.0,21736.1953125,31864.85546875,nan,nan
2026-02-20T15:33:19.533764,100.0,21743.78125,31864.85546875,nan,nan
2026-02-20T15:33:24.548448,99.6,21587.04296875,31864.85546875,nan,nan
2026-02-20T15:33:29.565388,100.0,21564.55078125,31864.85546875,nan,nan
2026-02-20T15:33:34.582315,100.0,21617.87890625,31864.85546875,nan,nan
2026-02-20T15:33:39.595316,100.0,21614.12109375,31864.85546875,nan,nan
2026-02-20T15:33:44.611179,100.0,21613.8359375,31864.85546875,nan,nan
2026-02-20T15:33:49.627537,100.0,21613.57421875,31864.85546875,nan,nan
2026-02-20T15:33:54.640242,100.0,21616.58203125,31864.85546875,nan,nan
2026-02-20T15:33:59.653282,100.0,21609.5078125,31864.85546875,nan,nan
2026-02-20T15:34:04.666585,100.0,21567.87109375,31864.85546875,nan,nan
2026-02-20T15:34:09.678580,100.0,21573.1171875,31864.85546875,nan,nan
2026-02-20T15:34:14.692063,100.0,21568.625,31864.85546875,nan,nan
2026-02-20T15:34:19.706120,99.9,21529.609375,31864.85546875,nan,nan
2026-02-20T15:34:24.720105,100.0,21531.421875,31864.85546875,nan,nan
2026-02-20T15:34:29.738488,100.0,21529.62109375,31864.85546875,nan,nan
2026-02-20T15:34:34.753442,100.0,21534.26953125,31864.85546875,nan,nan
2026-02-20T15:34:39.766517,100.0,21529.53125,31864.85546875,nan,nan
2026-02-20T15:34:44.780576,100.0,21523.734375,31864.85546875,nan,nan
2026-02-20T15:34:49.797109,100.0,21546.11328125,31864.85546875,nan,nan
2026-02-20T15:34:54.813771,100.0,21536.19140625,31864.85546875,nan,nan
2026-02-20T15:34:59.831259,100.0,21535.296875,31864.85546875,nan,nan
2026-02-20T15:35:04.847279,100.0,21548.47265625,31864.85546875,nan,nan
2026-02-20T15:35:09.859683,100.0,21547.4140625,31864.85546875,nan,nan
2026-02-20T15:35:14.872829,100.0,21548.82421875,31864.85546875,nan,nan
2026-02-20T15:35:19.889574,100.0,21551.2109375,31864.85546875,nan,nan
2026-02-20T15:35:24.906146,99.3,21514.7734375,31864.85546875,nan,nan
2026-02-20T15:35:29.920403,100.0,21511.859375,31864.85546875,nan,nan
2026-02-20T15:35:34.935499,100.0,21515.9609375,31864.85546875,nan,nan
2026-02-20T15:35:39.949772,100.0,21511.29296875,31864.85546875,nan,nan
2026-02-20T15:35:44.963534,100.0,21509.453125,31864.85546875,nan,nan
2026-02-20T15:35:49.978881,100.0,21677.79296875,31864.85546875,nan,nan
2026-02-20T15:35:54.994646,100.0,21696.75390625,31864.85546875,nan,nan
2026-02-20T15:36:00.011470,100.0,21696.3203125,31864.85546875,nan,nan
2026-02-20T15:36:05.027816,100.0,21703.55859375,31864.85546875,nan,nan
2026-02-20T15:36:10.041222,100.0,21705.9453125,31864.85546875,nan,nan
2026-02-20T15:36:15.056486,100.0,21713.04296875,31864.85546875,nan,nan
2026-02-20T15:36:20.073810,100.0,21715.51171875,31864.85546875,nan,nan
2026-02-20T15:36:25.092183,100.0,21717.88671875,31864.85546875,nan,nan
2026-02-20T15:36:30.109642,100.0,21718.75,31864.85546875,nan,nan
2026-02-20T15:36:35.127776,97.4,21501.33203125,31864.85546875,nan,nan
2026-02-20T15:36:40.143544,100.0,21499.6015625,31864.85546875,nan,nan
2026-02-20T15:36:45.157526,100.0,21502.55078125,31864.85546875,nan,nan
2026-02-20T15:36:50.173651,100.0,21500.8359375,31864.85546875,nan,nan
2026-02-20T15:36:55.188042,100.0,21499.58203125,31864.85546875,nan,nan
2026-02-20T15:37:00.202787,100.0,21516.31640625,31864.85546875,nan,nan
2026-02-20T15:37:05.217216,99.9,21523.171875,31864.85546875,nan,nan
2026-02-20T15:37:10.232718,100.0,21522.15625,31864.85546875,nan,nan
2026-02-20T15:37:15.247407,100.0,21522.1953125,31864.85546875,nan,nan
2026-02-20T15:37:20.263714,100.0,21522.59375,31864.85546875,nan,nan
2026-02-20T15:37:25.278090,100.0,21525.63671875,31864.85546875,nan,nan
2026-02-20T15:37:30.291986,99.7,21519.57421875,31864.85546875,nan,nan
2026-02-20T15:37:35.307447,100.0,21523.62109375,31864.85546875,nan,nan
2026-02-20T15:37:40.321597,100.0,21520.08203125,31864.85546875,nan,nan
2026-02-20T15:37:45.334847,100.0,21402.63671875,31864.85546875,nan,nan
2026-02-20T15:37:50.351824,100.0,21377.125,31864.85546875,nan,nan
2026-02-20T15:37:55.368424,100.0,21464.1796875,31864.85546875,nan,nan
2026-02-20T15:38:00.384961,100.0,21560.23828125,31864.85546875,nan,nan
2026-02-20T15:38:05.402026,100.0,21499.8046875,31864.85546875,nan,nan
2026-02-20T15:38:10.419039,100.0,21500.7578125,31864.85546875,nan,nan
2026-02-20T15:38:15.440836,100.0,21505.80078125,31864.85546875,nan,nan
2026-02-20T15:38:20.457960,100.0,21492.4296875,31864.85546875,nan,nan
2026-02-20T15:38:25.471621,100.0,21491.2578125,31864.85546875,nan,nan
2026-02-20T15:38:30.485717,99.9,21514.8984375,31864.85546875,nan,nan
2026-02-20T15:38:35.501077,99.8,21500.12109375,31864.85546875,nan,nan
2026-02-20T15:38:40.516876,100.0,21503.42578125,31864.85546875,nan,nan
2026-02-20T15:38:45.532129,100.0,21478.21484375,31864.85546875,nan,nan
2026-02-20T15:38:50.544916,99.9,21474.44921875,31864.85546875,nan,nan
2026-02-20T15:38:55.559310,100.0,21543.22265625,31864.85546875,nan,nan
2026-02-20T15:39:00.573498,100.0,21549.88671875,31864.85546875,nan,nan
2026-02-20T15:39:05.587436,99.8,21503.5703125,31864.85546875,nan,nan
2026-02-20T15:39:10.601496,100.0,21560.53515625,31864.85546875,nan,nan
2026-02-20T15:39:15.614185,100.0,21550.015625,31864.85546875,nan,nan
2026-02-20T15:39:20.628998,100.0,21496.61328125,31864.85546875,nan,nan
2026-02-20T15:39:25.644456,100.0,21551.9140625,31864.85546875,nan,nan
2026-02-20T15:39:30.659857,99.8,21553.765625,31864.85546875,nan,nan
2026-02-20T15:39:35.675298,100.0,21554.38671875,31864.85546875,nan,nan
2026-02-20T15:39:40.689337,100.0,21545.3515625,31864.85546875,nan,nan
2026-02-20T15:39:45.704373,100.0,21546.07421875,31864.85546875,nan,nan
2026-02-20T15:39:50.718287,100.0,21546.015625,31864.85546875,nan,nan
2026-02-20T15:39:55.733434,100.0,21553.4921875,31864.85546875,nan,nan
2026-02-20T15:40:00.746946,99.9,21505.5,31864.85546875,nan,nan
2026-02-20T15:40:05.763852,100.0,21539.70703125,31864.85546875,nan,nan
2026-02-20T15:40:10.780495,100.0,21755.92578125,31864.85546875,nan,nan
2026-02-20T15:40:15.794653,100.0,21809.12890625,31864.85546875,nan,nan
2026-02-20T15:40:20.809200,100.0,21806.546875,31864.85546875,nan,nan
2026-02-20T15:40:25.822932,100.0,21806.4453125,31864.85546875,nan,nan
2026-02-20T15:40:30.841021,100.0,21780.46875,31864.85546875,nan,nan
2026-02-20T15:40:35.858633,100.0,21731.58203125,31864.85546875,nan,nan
2026-02-20T15:40:40.873708,100.0,21728.578125,31864.85546875,nan,nan
2026-02-20T15:40:45.886596,100.0,21726.54296875,31864.85546875,nan,nan
2026-02-20T15:40:50.900044,100.0,21683.109375,31864.85546875,nan,nan
2026-02-20T15:40:55.912804,100.0,21734.22265625,31864.85546875,nan,nan
2026-02-20T15:41:00.928065,100.0,21736.015625,31864.85546875,nan,nan
2026-02-20T15:41:05.945152,100.0,21786.890625,31864.85546875,nan,nan
2026-02-20T15:41:10.959150,100.0,21654.69921875,31864.85546875,nan,nan
2026-02-20T15:41:15.980812,100.0,21832.9921875,31864.85546875,nan,nan
2026-02-20T15:41:21.002863,100.0,21810.54296875,31864.85546875,nan,nan
2026-02-20T15:41:26.017947,100.0,21914.9375,31864.85546875,nan,nan
2026-02-20T15:41:31.034636,100.0,21891.765625,31864.85546875,nan,nan
2026-02-20T15:41:36.052064,100.0,21819.828125,31864.85546875,nan,nan
2026-02-20T15:41:41.066348,100.0,21714.5859375,31864.85546875,nan,nan
2026-02-20T15:41:46.082955,100.0,21736.15234375,31864.85546875,nan,nan
2026-02-20T15:41:51.097610,100.0,21964.66796875,31864.85546875,nan,nan
2026-02-20T15:41:56.114684,100.0,22593.1640625,31864.85546875,nan,nan
2026-02-20T15:42:01.129628,100.0,22871.875,31864.85546875,nan,nan
2026-02-20T15:42:06.143149,99.9,22855.42578125,31864.85546875,nan,nan
2026-02-20T15:42:11.157295,100.0,22991.77734375,31864.85546875,nan,nan
2026-02-20T15:42:16.172989,100.0,22934.7265625,31864.85546875,nan,nan
2026-02-20T15:42:21.187448,100.0,22495.83984375,31864.85546875,nan,nan
2026-02-20T15:42:26.210437,100.0,22456.734375,31864.85546875,nan,nan
2026-02-20T15:42:31.224397,100.0,22450.56640625,31864.85546875,nan,nan
2026-02-20T15:42:36.239609,99.9,22566.890625,31864.85546875,nan,nan
2026-02-20T15:42:41.258984,100.0,22605.046875,31864.85546875,nan,nan
2026-02-20T15:42:46.273958,100.0,22638.48828125,31864.85546875,nan,nan
2026-02-20T15:42:51.291180,100.0,22711.01953125,31864.85546875,nan,nan
2026-02-20T15:42:56.306804,100.0,22735.1640625,31864.85546875,nan,nan
2026-02-20T15:43:01.321922,99.9,22545.69921875,31864.85546875,nan,nan
2026-02-20T15:43:06.337956,100.0,22300.08203125,31864.85546875,nan,nan
2026-02-20T15:43:11.352776,100.0,22311.75390625,31864.85546875,nan,nan
2026-02-20T15:43:16.369076,100.0,22479.7109375,31864.85546875,nan,nan
2026-02-20T15:43:21.383708,100.0,22471.5390625,31864.85546875,nan,nan
2026-02-20T15:43:26.402280,97.6,22234.55078125,31864.85546875,nan,nan
2026-02-20T15:43:31.420453,100.0,22233.33984375,31864.85546875,nan,nan
2026-02-20T15:43:36.436779,100.0,22215.98828125,31864.85546875,nan,nan
2026-02-20T15:43:41.453664,100.0,22215.734375,31864.85546875,nan,nan
2026-02-20T15:43:46.470317,100.0,22030.28125,31864.85546875,nan,nan
2026-02-20T15:43:51.484860,100.0,22027.671875,31864.85546875,nan,nan
2026-02-20T15:43:56.499496,100.0,22158.7890625,31864.85546875,nan,nan
2026-02-20T15:44:01.513771,99.8,22138.08984375,31864.85546875,nan,nan
2026-02-20T15:44:06.529362,100.0,22137.3359375,31864.85546875,nan,nan
2026-02-20T15:44:11.543489,100.0,22139.203125,31864.85546875,nan,nan
2026-02-20T15:44:16.557428,100.0,22107.44921875,31864.85546875,nan,nan
2026-02-20T15:44:21.573730,100.0,22031.33203125,31864.85546875,nan,nan
2026-02-20T15:44:26.589095,100.0,22079.48828125,31864.85546875,nan,nan
2026-02-20T15:44:31.605738,100.0,22034.09765625,31864.85546875,nan,nan
2026-02-20T15:44:36.620609,100.0,22040.61328125,31864.85546875,nan,nan
2026-02-20T15:44:41.633865,100.0,22102.44140625,31864.85546875,nan,nan
2026-02-20T15:44:46.647453,100.0,22118.7421875,31864.85546875,nan,nan
2026-02-20T15:44:51.662723,100.0,22104.2578125,31864.85546875,nan,nan
2026-02-20T15:44:56.677406,99.9,22089.0546875,31864.85546875,nan,nan
2026-02-20T15:45:01.692426,100.0,22088.26171875,31864.85546875,nan,nan
2026-02-20T15:45:06.708350,100.0,22105.6328125,31864.85546875,nan,nan
2026-02-20T15:45:11.726158,100.0,22119.15234375,31864.85546875,nan,nan
2026-02-20T15:45:16.743274,100.0,22118.921875,31864.85546875,nan,nan
2026-02-20T15:45:21.759708,100.0,22078.796875,31864.85546875,nan,nan
2026-02-20T15:45:26.775775,100.0,22056.22265625,31864.85546875,nan,nan
2026-02-20T15:45:31.791062,100.0,22036.95703125,31864.85546875,nan,nan
2026-02-20T15:45:36.807016,100.0,22044.28125,31864.85546875,nan,nan
2026-02-20T15:45:41.821442,100.0,22079.3046875,31864.85546875,nan,nan
2026-02-20T15:45:46.835988,100.0,22083.72265625,31864.85546875,nan,nan
2026-02-20T15:45:51.851838,100.0,22073.15625,31864.85546875,nan,nan
2026-02-20T15:45:56.866011,100.0,21546.3984375,31864.85546875,nan,nan
2026-02-20T15:46:01.882873,100.0,21057.3046875,31864.85546875,nan,nan
2026-02-20T15:46:06.895886,100.0,21840.6875,31864.85546875,nan,nan
2026-02-20T15:46:11.911463,100.0,22499.40625,31864.85546875,nan,nan
2026-02-20T15:46:16.927406,100.0,22541.15234375,31864.85546875,nan,nan
2026-02-20T15:46:21.941899,100.0,22567.53125,31864.85546875,nan,nan
2026-02-20T15:46:26.958008,100.0,22423.78515625,31864.85546875,nan,nan
2026-02-20T15:46:31.973105,100.0,22353.1953125,31864.85546875,nan,nan
2026-02-20T15:46:36.988593,100.0,22294.6796875,31864.85546875,nan,nan
2026-02-20T15:46:42.003094,100.0,22213.5234375,31864.85546875,nan,nan
2026-02-20T15:46:47.016625,100.0,22156.0078125,31864.85546875,nan,nan
2026-02-20T15:46:52.031010,99.9,22295.5859375,31864.85546875,nan,nan
2026-02-20T15:46:57.046338,100.0,22285.96484375,31864.85546875,nan,nan
2026-02-20T15:47:02.061168,100.0,22214.87109375,31864.85546875,nan,nan
2026-02-20T15:47:07.077074,100.0,22260.64453125,31864.85546875,nan,nan
2026-02-20T15:47:12.091292,100.0,22277.9140625,31864.85546875,nan,nan
2026-02-20T15:47:17.106401,100.0,22211.5546875,31864.85546875,nan,nan
2026-02-20T15:47:22.119114,100.0,22315.7265625,31864.85546875,nan,nan
2026-02-20T15:47:27.132417,99.7,22320.87109375,31864.85546875,nan,nan
2026-02-20T15:47:32.150658,100.0,22327.02734375,31864.85546875,nan,nan
2026-02-20T15:47:37.168363,100.0,22311.07421875,31864.85546875,nan,nan
2026-02-20T15:47:42.183768,100.0,22292.51953125,31864.85546875,nan,nan
2026-02-20T15:47:47.200865,100.0,22333.484375,31864.85546875,nan,nan
2026-02-20T15:47:52.215069,100.0,22135.46484375,31864.85546875,nan,nan
2026-02-20T15:47:57.231691,100.0,22243.1484375,31864.85546875,nan,nan
2026-02-20T15:48:02.248740,100.0,22202.1796875,31864.85546875,nan,nan
2026-02-20T15:48:07.266339,99.2,21673.84375,31864.85546875,nan,nan
2026-02-20T15:48:12.282889,100.0,21600.1484375,31864.85546875,nan,nan
2026-02-20T15:48:17.298022,100.0,21644.3125,31864.85546875,nan,nan
2026-02-20T15:48:22.311337,100.0,21642.82421875,31864.85546875,nan,nan
2026-02-20T15:48:27.327246,100.0,21646.76953125,31864.85546875,nan,nan
2026-02-20T15:48:32.346667,99.9,21647.03125,31864.85546875,nan,nan
2026-02-20T15:48:37.363384,100.0,21647.75390625,31864.85546875,nan,nan
2026-02-20T15:48:42.377623,100.0,21671.3671875,31864.85546875,nan,nan
2026-02-20T15:48:47.396496,100.0,21656.2578125,31864.85546875,nan,nan
2026-02-20T15:48:52.410895,100.0,21610.90234375,31864.85546875,nan,nan
2026-02-20T15:48:57.425853,99.4,21558.703125,31864.85546875,nan,nan
2026-02-20T15:49:02.440957,100.0,21560.1328125,31864.85546875,nan,nan
2026-02-20T15:49:07.459651,100.0,21562.51953125,31864.85546875,nan,nan
2026-02-20T15:49:12.475964,100.0,21591.3984375,31864.85546875,nan,nan
2026-02-20T15:49:17.491298,100.0,21555.61328125,31864.85546875,nan,nan
2026-02-20T15:49:22.506401,100.0,21560.53515625,31864.85546875,nan,nan
2026-02-20T15:49:27.525443,100.0,21515.44921875,31864.85546875,nan,nan
2026-02-20T15:49:32.539038,100.0,21572.2421875,31864.85546875,nan,nan
2026-02-20T15:49:37.552320,99.5,21606.08203125,31864.85546875,nan,nan
2026-02-20T15:49:42.569715,100.0,21597.859375,31864.85546875,nan,nan
2026-02-20T15:49:47.585814,100.0,21571.8984375,31864.85546875,nan,nan
2026-02-20T15:49:52.605968,100.0,21577.82421875,31864.85546875,nan,nan
2026-02-20T15:49:57.620867,100.0,21592.1015625,31864.85546875,nan,nan
2026-02-20T15:50:02.640210,100.0,21523.10546875,31864.85546875,nan,nan
2026-02-20T15:50:07.656858,100.0,21573.859375,31864.85546875,nan,nan
2026-02-20T15:50:12.673294,100.0,21563.14453125,31864.85546875,nan,nan
2026-02-20T15:50:17.689720,99.0,21523.4375,31864.85546875,nan,nan
2026-02-20T15:50:22.705964,100.0,21544.45703125,31864.85546875,nan,nan
2026-02-20T15:50:27.718944,100.0,21580.359375,31864.85546875,nan,nan
2026-02-20T15:50:32.731654,100.0,21585.01953125,31864.85546875,nan,nan
2026-02-20T15:50:37.748418,100.0,21590.9921875,31864.85546875,nan,nan
2026-02-20T15:50:42.766284,100.0,21598.9921875,31864.85546875,nan,nan
2026-02-20T15:50:47.783001,100.0,21614.0390625,31864.85546875,nan,nan
2026-02-20T15:50:52.798971,100.0,21590.44140625,31864.85546875,nan,nan
2026-02-20T15:50:57.817051,100.0,21551.09375,31864.85546875,nan,nan
2026-02-20T15:51:02.831815,100.0,21600.03515625,31864.85546875,nan,nan
2026-02-20T15:51:07.846574,98.7,21632.1796875,31864.85546875,nan,nan
2026-02-20T15:51:12.860116,100.0,21668.84765625,31864.85546875,nan,nan
2026-02-20T15:51:17.875619,100.0,21700.875,31864.85546875,nan,nan
2026-02-20T15:51:22.892709,100.0,21659.64453125,31864.85546875,nan,nan
2026-02-20T15:51:27.908892,100.0,21735.26171875,31864.85546875,nan,nan
2026-02-20T15:51:32.926960,100.0,21738.01171875,31864.85546875,nan,nan
2026-02-20T15:51:37.942169,100.0,21746.0,31864.85546875,nan,nan
2026-02-20T15:51:42.956202,100.0,21757.27734375,31864.85546875,nan,nan
2026-02-20T15:51:47.969633,100.0,21627.6796875,31864.85546875,nan,nan
2026-02-20T15:51:52.987212,100.0,21617.41015625,31864.85546875,nan,nan
2026-02-20T15:51:57.999956,100.0,21744.07421875,31864.85546875,nan,nan
2026-02-20T15:52:03.087039,98.3,21544.0078125,31864.85546875,nan,nan
2026-02-20T15:52:08.098612,99.2,21521.87890625,31864.85546875,nan,nan
2026-02-20T15:52:13.114295,99.9,21475.0234375,31864.85546875,nan,nan
2026-02-20T15:52:18.131946,100.0,21534.9296875,31864.85546875,nan,nan
2026-02-20T15:52:23.150941,100.0,21502.40625,31864.85546875,nan,nan
2026-02-20T15:52:28.166813,100.0,21747.51953125,31864.85546875,nan,nan
2026-02-20T15:52:33.183646,100.0,21807.19921875,31864.85546875,nan,nan
2026-02-20T15:52:38.197579,100.0,21754.05859375,31864.85546875,nan,nan
2026-02-20T15:52:43.216176,100.0,21628.359375,31864.85546875,nan,nan
2026-02-20T15:52:48.233109,99.5,21664.5859375,31864.85546875,nan,nan
2026-02-20T15:52:53.247615,100.0,21661.4296875,31864.85546875,nan,nan
2026-02-20T15:52:58.262585,100.0,21666.015625,31864.85546875,nan,nan
2026-02-20T15:53:03.283444,100.0,21734.26953125,31864.85546875,nan,nan
2026-02-20T15:53:08.300683,100.0,21651.546875,31864.85546875,nan,nan
2026-02-20T15:53:13.313987,100.0,21649.37109375,31864.85546875,nan,nan
2026-02-20T15:53:18.331215,100.0,21627.875,31864.85546875,nan,nan
2026-02-20T15:53:23.346824,100.0,21622.1015625,31864.85546875,nan,nan
2026-02-20T15:53:28.362026,100.0,21624.66796875,31864.85546875,nan,nan
2026-02-20T15:53:33.376914,100.0,21642.796875,31864.85546875,nan,nan
2026-02-20T15:53:38.391139,98.8,21517.57421875,31864.85546875,nan,nan
2026-02-20T15:53:43.407149,100.0,21457.421875,31864.85546875,nan,nan
2026-02-20T15:53:48.421948,100.0,21534.5859375,31864.85546875,nan,nan
2026-02-20T15:53:53.440836,99.9,21511.8828125,31864.85546875,nan,nan
2026-02-20T15:53:58.457875,100.0,21457.46875,31864.85546875,nan,nan
2026-02-20T15:54:03.475214,100.0,21535.42578125,31864.85546875,nan,nan
2026-02-20T15:54:08.491032,100.0,21764.64453125,31864.85546875,nan,nan
