bin,MAE,n,WMAPE,feature
"(0.043, 1.013]",0.25935479726519395,55678,50.123039312957374,unidades_mean_30d
"(1.013, 2.067]",0.7215833764693891,55797,45.6251084479279,unidades_mean_30d
"(2.067, 4.333]",1.3709400541064094,55724,45.518176525417935,unidades_mean_30d
"(4.333, 13.2]",2.912735640946358,55487,36.84740643222882,unidades_mean_30d
"(13.2, 489.894]",11.033469651902106,55664,20.51497701726599,unidades_mean_30d
