producto_id,clase,revenue_opt,margin_opt,n_days,margin_contribution_pct
0507020018,05CHAR     ,1518.49,866.85,129,57.09
0802040044,08FRUV     ,1576.43,857.54,71,54.4
0805010254,08FRUV     ,1818.61,840.05,240,46.19
0805010286,08FRUV     ,1856.11,837.38,312,45.11
0509160009,05CHAR     ,1720.8,836.68,136,48.62
0302010031,03CARN     ,1586.79,836.55,245,52.72
0805020013,08FRUV     ,1906.43,834.16,116,43.76
0502080075,05CHAR     ,1770.19,827.56,155,46.75
0803010015,08FRUV     ,1721.14,821.98,186,47.76
0301020001,03CARN     ,1031.22,820.36,11,79.55
0509160030,05CHAR     ,1627.82,808.7,160,49.68
0503020011,05CHAR     ,1562.1,800.13,80,51.22
0509040018,05CHAR     ,1697.42,786.85,146,46.36
0506030022,05CHAR     ,1496.0,783.09,300,52.35
0502080072,05CHAR     ,1637.13,781.39,138,47.73
0805010288,08FRUV     ,1646.9,774.25,349,47.01
0302010050,03CARN     ,1663.69,774.1,95,46.53
0805010162,08FRUV     ,1418.52,769.4,280,54.24
0302010051,03CARN     ,1649.42,768.06,112,46.57
0509030068,05CHAR     ,1554.44,767.67,138,49.39
0805010049,08FRUV     ,1698.15,764.39,237,45.01
0802040040,08FRUV     ,1125.86,754.67,224,67.03
0504020028,05CHAR     ,1727.33,731.85,149,42.37
0503020047,05CHAR     ,1552.56,725.75,88,46.75
0502080087,05CHAR     ,1595.32,712.07,387,44.63
0805010277,08FRUV     ,1564.55,706.74,426,45.17
0505030045,05CHAR     ,1303.28,700.17,289,53.72
0803010063,08FRUV     ,1438.52,696.89,77,48.44
0301060020,03CARN     ,1227.76,695.31,50,56.63
0505030005,05CHAR     ,1361.11,694.22,178,51.0
0502080102,05CHAR     ,1424.46,680.0,291,47.74
0805010069,08FRUV     ,1294.42,676.53,98,52.27
0805010053,08FRUV     ,1472.57,676.27,200,45.92
0805010284,08FRUV     ,1526.79,670.37,256,43.91
0805010024,08FRUV     ,1424.36,666.51,217,46.79
0801010042,08FRUV     ,1287.82,657.61,581,51.06
0505030040,05CHAR     ,1251.26,654.99,160,52.35
0805010128,08FRUV     ,1333.63,641.61,456,48.11
0302010041,03CARN     ,1221.24,630.96,167,51.67
0805010278,08FRUV     ,1312.8,617.87,299,47.07
0309020022,03CARN     ,816.15,612.66,43,75.07
0309020021,03CARN     ,782.3,590.26,56,75.45
0805010167,08FRUV     ,1018.81,587.0,287,57.62
0502080071,05CHAR     ,1206.58,579.51,114,48.03
0302010055,03CARN     ,1278.55,573.99,103,44.89
0805020033,08FRUV     ,927.64,572.57,184,61.72
0302010037,03CARN     ,938.78,557.39,118,59.37
0309020006,03CARN     ,735.12,555.16,54,75.52
0302010049,03CARN     ,1138.27,537.31,63,47.2
0505030041,05CHAR     ,1022.12,535.8,117,52.42
0505030042,05CHAR     ,948.77,533.53,118,56.23
0802040046,08FRUV     ,960.59,515.4,56,53.65
0502080073,05CHAR     ,1056.61,513.64,111,48.61
0505010029,05CHAR     ,966.28,513.16,152,53.11
0310010003,03CARN     ,1042.86,505.0,72,48.42
0301060002,03CARN     ,830.93,499.51,30,60.11
0805010127,08FRUV     ,1057.81,481.45,200,45.51
0301060019,03CARN     ,830.51,470.59,31,56.66
0803010062,08FRUV     ,745.32,468.73,75,62.89
0805010129,08FRUV     ,812.12,468.07,203,57.64
0509110004,05CHAR     ,1163.31,467.64,116,40.2
0805010019,08FRUV     ,1182.7,461.5,261,39.02
0805010268,08FRUV     ,1027.12,461.4,311,44.92
0802020003,08FRUV     ,864.76,455.88,400,52.72
0505010015,05CHAR     ,934.63,455.58,144,48.74
0802040047,08FRUV     ,874.81,451.45,51,51.61
0805010267,08FRUV     ,995.57,447.01,308,44.9
0308050021,03CARN     ,646.32,438.32,92,67.82
0302010053,03CARN     ,979.11,434.81,68,44.41
0505030044,05CHAR     ,765.67,426.66,195,55.72
0309040001,03CARN     ,679.63,424.47,104,62.46
0802010008,08FRUV     ,867.52,416.08,228,47.96
0509120012,05CHAR     ,712.9,412.8,80,57.9
0504030047,05CHAR     ,772.11,409.06,52,52.98
0502080095,03CARN     ,715.08,402.1,135,56.23
0505010004,05CHAR     ,1677.05,397.05,264,23.68
0509100009,05CHAR     ,726.28,396.61,80,54.61
0504020029,05CHAR     ,864.29,394.14,67,45.6
0503050027,05CHAR     ,713.81,394.08,50,55.21
0805010269,08FRUV     ,854.06,389.97,272,45.66
0803010025,08FRUV     ,759.53,387.69,311,51.04
0509130035,05CHAR     ,749.14,385.39,79,51.44
0504040038,05CHAR     ,811.0,378.98,53,46.73
0805010122,08FRUV     ,769.54,373.15,204,48.49
0507010006,05CHAR     ,813.68,365.5,85,44.92
0805010248,08FRUV     ,778.1,362.38,129,46.57
0506030026,05CHAR     ,654.16,362.16,146,55.36
0503030066,05CHAR     ,679.33,357.66,18,52.65
0302010026,03CARN     ,713.78,356.08,103,49.89
0309040008,03CARN     ,506.02,346.77,30,68.53
0805020023,08FRUV     ,446.34,346.66,163,77.67
0805010166,08FRUV     ,604.01,333.96,204,55.29
0805010168,08FRUV     ,589.58,329.21,211,55.84
0802010013,08FRUV     ,801.81,320.58,166,39.98
0302010048,03CARN     ,681.59,314.74,68,46.18
0805010072,08FRUV     ,1105.32,314.36,177,28.44
0805010197,08FRUV     ,618.17,309.03,208,49.99
0302010054,03CARN     ,704.52,307.73,58,43.68
0802010023,08FRUV     ,567.04,306.58,99,54.07
0302010024,03CARN     ,606.23,297.43,67,49.06
0805010182,08FRUV     ,590.73,295.96,78,50.1
