sucursal_id,n,WMAPE,MAE
SUC004,67862,26.151175111603457,2.889073205426813
SUC002,73232,23.551636177266737,3.341003706783098
SUC003,63572,22.710205942525572,3.4379887920068763
SUC001,73684,22.606636046907724,2.9646528221116233
