sucursal_id,n,WMAPE,MAE
SUC004,67862,26.193993863064836,2.893803643237311
SUC002,73232,23.62216411707672,3.3510087062898575
SUC003,63572,22.75786911962772,3.4452042910245138
SUC001,73684,22.57001239965428,2.9598499669251797
